1, 0.001000, 0.000000, 0.000000, 0.000000
2, 0.000000, 0.000000, 0.000000, 0.000000
3, 0.000000, 0.000000, 0.001000, 0.000000
4, 0.001000, 0.000000, 0.001000, 0.001000
5, 0.001000, 0.001000, 0.001000, 0.001000
6, 0.001000, 0.001000, 0.001000, 0.001000
7, 0.001000, 0.001000, 0.001000, 0.001000
8, 0.001000, 0.001000, 0.001000, 0.001000
9, 0.001000, 0.001000, 0.001000, 0.001000
10, 0.001000, 0.000000, 0.001000, 0.001000
11, 0.001000, 0.000000, 0.000000, 0.000000
12, 0.001000, 0.000000, 0.001000, 0.001000
13, 0.002000, 0.000000, 0.000000, 0.000000
14, 0.002000, 0.000000, 0.000000, 0.000000
15, 0.004000, 0.000000, 0.000000, 0.000000
16, 0.006000, 0.000000, 0.000000, 0.000000
17, 0.011000, 0.001000, 0.001000, 0.001000
18, 0.018000, 0.001000, 0.001000, 0.001000
19, 0.028000, 0.000000, 0.000000, 0.000000
20, 0.057000, 0.000000, 0.000000, 0.001000
21, 0.073000, 0.000000, 0.000000, 0.000000
22, 0.117000, 0.000000, 0.000000, 0.000000
23, 0.201000, 0.000000, 0.000000, 0.000000
24, 0.308000, 0.001000, 0.001000, 0.000000
25, 0.495000, 0.000000, 0.000000, 0.000000
26, 0.677000, 0.000000, 0.001000, 0.001000
27, 1.122000, 0.001000, 0.001000, 0.001000
28, 1.876000, 0.001000, 0.000000, 0.000000
29, 3.010000, 0.000000, 0.001000, 0.000000
30, 4.692000, 0.001000, 0.000000, 0.000000
31, 7.704000, 0.000000, 0.001000, 0.000000
32, 12.215000, 0.001000, 0.000000, 0.000000
33, 19.969000, 0.001000, 0.000000, 0.000000
34, 32.664000, 0.000000, 0.000000, 0.000000
35, 52.674000, 0.000000, 0.001000, 0.000000
36, 86.407000, 0.000000, 0.000000, 0.000000
37, 138.426000, 0.001000, 0.001000, 0.001000
38, 223.462000, 0.001000, 0.001000, 0.001000
39, 371.304000, 0.001000, 0.000000, 0.001000
40, 577.156000, 0.000000, 0.001000, 0.000000
41, 929.039000, 0.001000, 0.001000, 0.001000
42, 1512.294000, 0.001000, 0.001000, 0.001000
43, 2446.845000, 0.001000, 0.000000, 0.000000
44, 3973.021000, 0.000000, 0.001000, 0.000000
45, 6473.739000, 0.001000, 0.001000, 0.001000
46, 10408.570000, 0.001000, 0.000000, 0.000000
47, 16765.547000, 0.000000, 0.001000, 0.000000
48, 27139.311000, 0.001000, 0.001000, 0.000000
49, 44009.166000, 0.000000, 0.001000, 0.000000
50, 71164.428000, 0.001000, 0.001000, 0.000000
