1, 1.2e-07, 4e-08, 6e-08, 3e-08
2, 5e-08, 5e-08, 4e-08, 2e-08
3, 5e-08, 4e-08, 5e-08, 2e-08
4, 5e-08, 5e-08, 4e-08, 3e-08
5, 9e-08, 3e-08, 4e-08, 2e-08
6, 1.5e-07, 3e-08, 4e-08, 3e-08
7, 1.4e-07, 5e-08, 5e-08, 2e-08
8, 1.6e-07, 5e-08, 6e-08, 3e-08
9, 2.5e-07, 5e-08, 6e-08, 2e-08
10, 3.5e-07, 5e-08, 5e-08, 3e-08
11, 5.5e-07, 5e-08, 5e-08, 3e-08
12, 9.5e-07, 4e-08, 6e-08, 3e-08
13, 1.42e-06, 8e-08, 1.1e-07, 2e-08
14, 2.01e-06, 6e-08, 7e-08, 2e-08
15, 3.35e-06, 4e-08, 7e-08, 2e-08
16, 5.41e-06, 5e-08, 7e-08, 2e-08
17, 8.61e-06, 5e-08, 8e-08, 2e-08
18, 1.384e-05, 5e-08, 7e-08, 3e-08
19, 2.225e-05, 5e-08, 8e-08, 2e-08
20, 3.599e-05, 5e-08, 8e-08, 2e-08
21, 5.834e-05, 5e-08, 9e-08, 2e-08
22, 9.45e-05, 6e-08, 9e-08, 3e-08
23, 0.00017003, 1e-07, 1.4e-07, 3e-08
24, 0.0002463, 1e-07, 9e-08, 3e-08
25, 0.00040333, 5e-08, 1.1e-07, 3e-08
26, 0.00067514, 9e-08, 1.3e-07, 3e-08
27, 0.00113519, 1.3e-07, 1.3e-07, 3e-08
28, 0.00219194, 1e-07, 1.2e-07, 4e-08
29, 0.00308639, 7e-08, 1.4e-07, 3e-08
30, 0.00465841, 1.1e-07, 1.3e-07, 3e-08
31, 0.00769375, 1.4e-07, 1.6e-07, 2.9e-08
32, 0.0121667, 1e-07, 1.4e-07, 2e-08
33, 0.0196994, 1.2e-07, 1.4e-07, 3e-08
34, 0.0326852, 1.2e-07, 1.5e-07, 3e-08
35, 0.0526347, 1.5e-07, 2e-07, 3e-08
36, 0.109835, 1.4e-07, 1.91e-07, 4e-08
37, 0.143251, 1.5e-07, 1.8e-07, 3e-08
38, 0.227149, 1.4e-07, 1.8e-07, 4e-08
39, 0.361286, 1.5e-07, 2.1e-07, 3e-08
40, 0.574405, 1.7e-07, 2.2e-07, 4e-08
41, 0.925431, 1.5e-07, 1.8e-07, 4e-08
42, 1.49833, 1.5e-07, 2.1e-07, 3e-08
43, 2.46225, 1.49e-07, 2e-07, 3.1e-08
44, 3.94146, 1.51e-07, 2e-07, 4e-08
45, 6.44591, 1.8e-07, 2.51e-07, 5.1e-08
46, 10.3162, 1.6e-07, 2.2e-07, 4e-08
47, 16.7863, 1.5e-07, 2.1e-07, 4e-08
48, 27.0447, 1.6e-07, 2e-07, 3e-08
49, 43.9737, 1.9e-07, 3.1e-07, 4e-08
50, 75.8739, 1.7e-07, 2.3e-07, 4e-08
